지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
131,2019-06-01 00:01,16.6,0,250.3,.6,1005.1,1011.8,65.1,0,0
131,2019-06-01 00:02,16.6,0,226.4,.4,1005.1,1011.8,65.1,0,0
131,2019-06-01 00:03,16.6,0,251.9,.5,1005.1,1011.8,65.3,0,0
131,2019-06-01 00:04,16.6,0,264.2,.9,1005.2,1011.9,65.5,0,0
131,2019-06-01 00:05,16.6,0,267.2,.7,1005.2,1011.9,65.6,0,0
131,2019-06-01 00:06,16.6,0,263.2,.9,1005.2,1011.9,65.8,0,0
131,2019-06-01 00:07,16.6,0,244.1,.9,1005.2,1011.9,65.7,0,0
131,2019-06-01 00:08,16.6,0,248.1,.9,1005.2,1011.9,65.7,0,0
131,2019-06-01 00:09,16.5,0,208.1,.5,1005.2,1011.9,65.8,0,0
131,2019-06-01 00:10,16.5,0,263.8,.6,1005.2,1011.9,65.9,0,0
131,2019-06-01 00:11,16.4,0,259.5,.9,1005.2,1011.9,66,0,0
131,2019-06-01 00:12,16.3,0,256.3,1,1005.2,1011.9,66.2,0,0
131,2019-06-01 00:13,16.3,0,253.2,1.3,1005.2,1011.9,66.2,0,0
131,2019-06-01 00:14,16.4,0,239.1,.9,1005.2,1011.9,66.2,0,0
131,2019-06-01 00:15,16.5,0,221.7,.8,1005.1,1011.8,66.2,0,0
131,2019-06-01 00:16,16.5,0,236.4,.9,1005.1,1011.8,66.1,0,0
131,2019-06-01 00:17,16.5,0,245.5,1.1,1005.1,1011.8,66,0,0
131,2019-06-01 00:18,16.5,0,254.3,.9,1005.2,1011.9,66,0,0
131,2019-06-01 00:19,16.5,0,239.5,.9,1005.2,1011.9,66.1,0,0
131,2019-06-01 00:20,16.5,0,261,.7,1005.2,1011.9,66.1,0,0
131,2019-06-01 00:21,16.5,0,254.2,.9,1005.2,1011.9,66.2,0,0
131,2019-06-01 00:22,16.5,0,254.6,.8,1005.2,1011.9,66.3,0,0
131,2019-06-01 00:23,16.5,0,268.8,.9,1005.2,1011.9,66.2,0,0
131,2019-06-01 00:24,16.5,0,261.7,.8,1005.2,1011.9,66.1,0,0
131,2019-06-01 00:25,16.5,0,250.6,.8,1005.2,1011.9,66,0,0
131,2019-06-01 00:26,16.5,0,241,.6,1005.2,1011.9,66,0,0
131,2019-06-01 00:27,16.5,0,249.4,.6,1005.2,1011.9,66.1,0,0
131,2019-06-01 00:28,16.4,0,237.7,.3,1005.2,1011.9,66,0,0
131,2019-06-01 00:29,16.3,0,261.8,.7,1005.2,1011.9,66,0,0
131,2019-06-01 00:30,16.3,0,216.8,.6,1005.2,1011.9,66.2,0,0
131,2019-06-01 00:31,16.3,0,214.3,1,1005.2,1011.9,66.2,0,0
131,2019-06-01 00:32,16.3,0,212.8,1.6,1005.2,1011.9,66.2,0,0
131,2019-06-01 00:33,16.2,0,249.4,1.2,1005.2,1011.9,66.3,0,0
131,2019-06-01 00:34,16.2,0,240.6,1.6,1005.2,1011.9,66.5,0,0
131,2019-06-01 00:35,16.2,0,268.1,1.3,1005.3,1012,66.6,0,0
131,2019-06-01 00:36,16.2,0,251.4,1,1005.3,1012,66.7,0,0
131,2019-06-01 00:37,16.2,0,185.5,.6,1005.3,1012,66.8,0,0
131,2019-06-01 00:38,16.2,0,262.8,.6,1005.3,1012,66.8,0,0
131,2019-06-01 00:39,16.2,0,240.7,1,1005.3,1012,67,0,0
131,2019-06-01 00:40,16.2,0,239.3,.5,1005.3,1012,67,0,0
131,2019-06-01 00:41,16.2,0,261.5,.4,1005.3,1012,67.1,0,0
131,2019-06-01 00:42,16.2,0,310.8,.4,1005.3,1012,67,0,0
131,2019-06-01 00:43,16.2,0,265.3,.7,1005.3,1012,67.1,0,0
131,2019-06-01 00:44,16.2,0,226.8,.7,1005.3,1012,67.2,0,0
131,2019-06-01 00:45,16.2,0,257.2,1.2,1005.2,1011.9,67.3,0,0
131,2019-06-01 00:46,16.2,0,260.5,.9,1005.2,1011.9,67.4,0,0
131,2019-06-01 00:47,16.2,0,261.4,.9,1005.2,1011.9,67.5,0,0
131,2019-06-01 00:48,16.2,0,260.9,.8,1005.2,1011.9,67.5,0,0
131,2019-06-01 00:49,16.2,0,254.5,.3,1005.2,1011.9,67.5,0,0
131,2019-06-01 00:50,16.2,0,246.8,.9,1005.2,1011.9,67.5,0,0
131,2019-06-01 00:51,16.2,0,255.3,1,1005.3,1012,67.6,0,0
131,2019-06-01 00:52,16.1,0,245.3,1.2,1005.3,1012,67.7,0,0
131,2019-06-01 00:53,16.1,0,254,1.5,1005.3,1012,67.7,0,0
131,2019-06-01 00:54,16,0,248.9,1.4,1005.3,1012.1,67.7,0,0
131,2019-06-01 00:55,16,0,254.5,1.1,1005.3,1012.1,67.9,0,0
131,2019-06-01 00:56,16,0,235.3,1.1,1005.3,1012.1,68,0,0
131,2019-06-01 00:57,16,0,253.9,1.1,1005.2,1012,68.2,0,0
131,2019-06-01 00:58,16,0,250,.9,1005.2,1012,68.2,0,0
131,2019-06-01 00:59,16,0,247.9,.7,1005.2,1012,68.2,0,0
131,2019-06-01 01:00,16,0,264.4,.6,1005.2,1012,68.2,0,0
131,2019-06-01 01:01,16,0,257.3,.7,1005.2,1012,68.3,0,0
131,2019-06-01 01:02,16,0,228.8,.4,1005.2,1012,68.4,0,0
131,2019-06-01 01:03,15.9,0,219.9,.3,1005.2,1012,68.4,0,0
131,2019-06-01 01:04,15.8,0,236.3,.4,1005.2,1012,68.6,0,0
131,2019-06-01 01:05,15.8,0,247.3,.8,1005.2,1012,68.8,0,0
131,2019-06-01 01:06,15.8,0,259,1,1005.2,1012,68.9,0,0
131,2019-06-01 01:07,15.8,0,258.1,.8,1005.2,1012,68.8,0,0
131,2019-06-01 01:08,15.8,0,253.7,.9,1005.2,1012,68.9,0,0
