지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
138,2018-08-01 00:01,26.4,0,318.1,1.5,1004.7,1005.1,87.3,0,0
138,2018-08-01 00:02,26.3,0,322.9,1.3,1004.7,1005.1,87.1,0,0
138,2018-08-01 00:03,26.3,0,310.3,1.5,1004.7,1005.1,87.3,0,0
138,2018-08-01 00:04,26.3,0,314.5,1.4,1004.7,1005.1,87.2,0,0
138,2018-08-01 00:05,26.3,0,320.3,1.1,1004.7,1005.1,87.1,0,0
138,2018-08-01 00:06,26.3,0,297.8,.9,1004.7,1005.1,87.3,0,0
138,2018-08-01 00:07,26.3,0,330.4,1,1004.7,1005.1,87.3,0,0
138,2018-08-01 00:08,26.3,0,319.1,.9,1004.7,1005.1,87.2,0,0
138,2018-08-01 00:09,26.3,0,315.9,1.3,1004.6,1005,87.2,0,0
138,2018-08-01 00:10,26.3,0,309.3,1.1,1004.6,1005,87.1,0,0
138,2018-08-01 00:11,26.3,0,333.6,.9,1004.6,1005,87.2,0,0
138,2018-08-01 00:12,26.3,0,331.4,.9,1004.6,1005,87.3,0,0
138,2018-08-01 00:13,26.3,0,327.7,1,1004.6,1005,87.1,0,0
138,2018-08-01 00:14,26.3,0,324.7,.8,1004.6,1005,87.2,0,0
138,2018-08-01 00:15,26.3,0,319,.6,1004.5,1004.9,87.3,0,0
138,2018-08-01 00:16,26.3,0,323.5,.8,1004.5,1004.9,87.3,0,0
138,2018-08-01 00:17,26.3,0,330.6,.4,1004.5,1004.9,87.3,0,0
138,2018-08-01 00:18,26.3,0,310.9,1,1004.5,1004.9,87.2,0,0
138,2018-08-01 00:19,26.3,0,322,1,1004.5,1004.9,87.1,0,0
138,2018-08-01 00:20,26.2,0,321.2,1.2,1004.5,1004.9,87.2,0,0
138,2018-08-01 00:21,26.2,0,310.9,1,1004.5,1004.9,87.2,0,0
138,2018-08-01 00:22,26.2,0,323.4,1.1,1004.5,1004.9,87.1,0,0
138,2018-08-01 00:23,26.2,0,315.9,1.2,1004.5,1004.9,87.4,0,0
138,2018-08-01 00:24,26.2,0,322.7,1.1,1004.5,1004.9,87.3,0,0
