지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
159,2020-08-01 00:01,25.8,0,203.8,2.1,1004.5,1012.4,84.5,0,0
159,2020-08-01 00:02,25.8,0,208.6,1.6,1004.5,1012.4,84.7,0,0
159,2020-08-01 00:03,25.8,0,172.4,2.3,1004.5,1012.4,84.5,0,0
159,2020-08-01 00:04,25.8,0,189.4,1.1,1004.5,1012.4,84.4,0,0
159,2020-08-01 00:05,25.8,0,189.4,1.8,1004.5,1012.4,84.3,0,0
159,2020-08-01 00:06,25.8,0,236.5,2.6,1004.5,1012.4,84.3,0,0
159,2020-08-01 00:07,25.8,0,242,2.4,1004.5,1012.4,84.8,0,0
159,2020-08-01 00:08,25.8,0,216.2,1.7,1004.5,1012.4,84.7,0,0
159,2020-08-01 00:09,25.8,0,230.3,1.1,1004.5,1012.4,84.7,0,0
159,2020-08-01 00:10,25.8,0,187,1.6,1004.5,1012.4,84.5,0,0
159,2020-08-01 00:11,25.8,0,197.9,2,1004.5,1012.4,84.9,0,0
159,2020-08-01 00:12,25.8,0,201,2.9,1004.5,1012.4,85,0,0
159,2020-08-01 00:13,25.8,0,206.8,2.2,1004.5,1012.4,85,0,0
159,2020-08-01 00:14,25.8,0,186.6,2.5,1004.5,1012.4,85,0,0
159,2020-08-01 00:15,25.8,0,180.4,2.6,1004.5,1012.4,85,0,0
159,2020-08-01 00:16,25.7,0,175.8,2.1,1004.5,1012.4,85.2,0,0
159,2020-08-01 00:17,25.7,0,189.9,1.7,1004.5,1012.4,85.1,0,0
159,2020-08-01 00:18,25.7,0,173.8,3,1004.5,1012.4,85.2,0,0
159,2020-08-01 00:19,25.7,0,204.7,3.1,1004.5,1012.4,85.2,0,0
159,2020-08-01 00:20,25.7,0,225.4,3.1,1004.5,1012.4,85.4,0,0
159,2020-08-01 00:21,25.7,0,261.3,2.6,1004.5,1012.4,85.6,0,0
159,2020-08-01 00:22,25.7,0,247.2,2.5,1004.6,1012.5,85.7,0,0
159,2020-08-01 00:23,25.7,0,252.9,2.9,1004.6,1012.5,85.9,0,0
159,2020-08-01 00:24,25.7,0,250.9,3.4,1004.6,1012.5,85.7,0,0
159,2020-08-01 00:25,25.8,0,219.8,3,1004.6,1012.5,85.5,0,0
