지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
152,2021-09-01 00:01,21.7,0,19.6,2,1004.4,1013.8,94,,0
152,2021-09-01 00:02,21.7,0,8.8,2.3,1004.5,1013.9,94.1,,0
152,2021-09-01 00:03,21.7,0,7.4,2.6,1004.6,1014,94.2,,0
152,2021-09-01 00:04,21.7,0,353.5,2.2,1004.6,1014,94.3,,0
152,2021-09-01 00:05,21.7,0,3.4,2.1,1004.5,1013.9,94.4,,0
152,2021-09-01 00:06,21.7,0,8.8,1.9,1004.5,1013.9,94.4,,0
152,2021-09-01 00:07,21.7,0,8,1.9,1004.4,1013.8,94.4,,0
152,2021-09-01 00:08,21.7,0,343.9,1.8,1004.4,1013.8,94.5,,0
152,2021-09-01 00:09,21.8,0,8.4,1.6,1004.4,1013.8,94.6,,0
152,2021-09-01 00:10,21.8,0,3.1,2,1004.3,1013.7,94.6,,0
152,2021-09-01 00:11,21.8,0,15.3,2.5,1004.3,1013.7,94.5,,0
152,2021-09-01 00:12,21.8,0,15.6,2.4,1004.2,1013.6,94.4,,0
152,2021-09-01 00:13,21.8,0,4.2,2.5,1004.2,1013.6,94.5,,0
152,2021-09-01 00:14,21.8,0,13.3,2.5,1004.1,1013.5,94.5,,0
152,2021-09-01 00:15,21.8,0,7.9,2.3,1004,1013.4,94.5,,0
152,2021-09-01 00:16,21.8,0,1.6,2.3,1003.9,1013.3,94.5,,0
152,2021-09-01 00:17,21.8,0,11.2,2.3,1003.9,1013.3,94.4,,0
152,2021-09-01 00:18,21.8,0,8,1.9,1003.8,1013.2,94.4,,0
152,2021-09-01 00:19,21.8,0,37.5,2.1,1003.7,1013.1,94.3,,0
152,2021-09-01 00:20,21.8,0,21.3,2.6,1003.6,1012.9,94.2,,0
152,2021-09-01 00:21,21.8,0,19.9,1.9,1003.5,1012.8,94.2,,0
152,2021-09-01 00:22,21.8,0,5,1.8,1003.4,1012.7,94.2,,0
152,2021-09-01 00:23,21.8,0,35.7,1.7,1003.4,1012.7,94.2,,0
152,2021-09-01 00:24,21.8,0,5.2,1.4,1003.3,1012.6,94.2,,0
152,2021-09-01 00:25,21.8,0,22.2,1.7,1003.3,1012.6,94.3,,0
152,2021-09-01 00:26,21.8,0,13.5,2.1,1003.3,1012.6,94.3,,0
152,2021-09-01 00:27,21.8,0,15.3,2.1,1003.3,1012.6,94.3,,0
152,2021-09-01 00:28,21.8,0,1.7,2.2,1003.3,1012.6,94.3,,0
152,2021-09-01 00:29,21.8,0,9.5,2,1003.2,1012.5,94.3,,0
152,2021-09-01 00:30,21.8,0,1.2,2.3,1003.2,1012.5,94.3,,0
152,2021-09-01 00:31,21.8,0,27.3,2.1,1003.2,1012.5,94.3,,0
152,2021-09-01 00:32,21.8,0,19.8,1.8,1003.2,1012.5,94.4,,0
152,2021-09-01 00:33,21.8,0,15,1.1,1003.2,1012.5,94.5,,0
152,2021-09-01 00:34,21.8,0,8.4,1.2,1003.1,1012.4,94.4,,0
152,2021-09-01 00:35,21.8,0,21.2,1.5,1003.1,1012.4,94.4,,0
152,2021-09-01 00:36,21.9,0,17.8,1.3,1003.1,1012.4,94.4,,0
152,2021-09-01 00:37,21.8,0,5.2,.9,1003.1,1012.4,94.3,,0
152,2021-09-01 00:38,21.9,0,10.5,1.2,1003,1012.3,94.3,,0
152,2021-09-01 00:39,21.8,0,345.4,1.2,1003.1,1012.4,94.2,,0
152,2021-09-01 00:40,21.9,0,343.7,1.2,1003.1,1012.4,94.2,,0
152,2021-09-01 00:41,21.9,0,329,.8,1003.2,1012.5,94.2,,0
152,2021-09-01 00:42,21.9,0,312,.5,1003.2,1012.5,94.3,,0
152,2021-09-01 00:43,21.9,0,305.3,1.3,1003.2,1012.5,94.3,,0
152,2021-09-01 00:44,21.9,0,308.7,1.7,1003.2,1012.5,94.4,,0
152,2021-09-01 00:45,21.9,0,312,2.2,1003.2,1012.5,94.3,,0
152,2021-09-01 00:46,21.9,0,308.6,1.9,1003.2,1012.5,94.2,,0
152,2021-09-01 00:47,21.9,0,330.6,1.4,1003.2,1012.5,94.2,,0
152,2021-09-01 00:48,21.8,0,325.7,1,1003.2,1012.5,94.2,,0
152,2021-09-01 00:49,21.8,0,309.2,1.5,1003.2,1012.5,94.3,,0
152,2021-09-01 00:50,21.8,0,335,1.2,1003.2,1012.5,94.3,,0
152,2021-09-01 00:51,21.8,0,341.9,.8,1003.2,1012.5,94.3,,0
152,2021-09-01 00:52,21.8,0,345.4,1.6,1003.2,1012.5,94.4,,0
152,2021-09-01 00:53,21.8,0,316.9,1.5,1003.2,1012.5,94.4,,0
152,2021-09-01 00:54,21.8,0,335.3,2.1,1003.3,1012.6,94.3,,0
152,2021-09-01 00:55,21.8,0,331.2,2.6,1003.3,1012.6,94.3,,0
152,2021-09-01 00:56,21.8,0,312.7,1.7,1003.3,1012.6,94.3,,0
152,2021-09-01 00:57,21.8,0,302,1.9,1003.3,1012.6,94.3,,0
152,2021-09-01 00:58,21.8,0,313.9,1.9,1003.3,1012.6,94.3,,0
152,2021-09-01 00:59,21.8,0,315.3,1.7,1003.2,1012.5,94.3,,0
152,2021-09-01 01:00,21.8,0,307.6,1.4,1003.2,1012.5,94.3,,0
152,2021-09-01 01:01,21.8,0,318.2,1.8,1003.2,1012.5,94.4,,0
152,2021-09-01 01:02,21.7,0,312.1,1.7,1003.1,1012.5,94.5,,0
152,2021-09-01 01:03,21.7,0,319,1.8,1003.1,1012.5,94.4,,0
152,2021-09-01 01:04,21.7,0,306.2,1.7,1003.1,1012.5,94.4,,0
152,2021-09-01 01:05,21.7,0,309,1.3,1003.1,1012.5,94.5,,0
152,2021-09-01 01:06,21.7,0,317.2,1.3,1003.1,1012.5,94.6,,0
152,2021-09-01 01:07,21.7,0,310.5,1.1,1003.1,1012.5,94.6,,0
152,2021-09-01 01:08,21.7,0,296.4,1.3,1003.1,1012.5,94.6,,0
152,2021-09-01 01:09,21.8,0,303.1,1.3,1003.1,1012.4,94.7,,0
152,2021-09-01 01:10,21.7,0,304,1.9,1003.1,1012.5,94.7,,0
152,2021-09-01 01:11,21.7,0,315.1,1.9,1003,1012.3,94.6,,0
152,2021-09-01 01:12,21.7,0,305.6,1.8,1003,1012.3,94.7,,0
152,2021-09-01 01:13,21.7,0,311.2,1.7,1003,1012.3,94.7,,0
152,2021-09-01 01:14,21.7,0,312.5,2.4,1003.1,1012.5,94.8,,0
152,2021-09-01 01:15,21.7,0,312.4,2.3,1003,1012.3,94.7,,0
152,2021-09-01 01:16,21.7,0,324.1,2.3,1003,1012.3,94.8,,0
152,2021-09-01 01:17,21.7,0,332.2,2.1,1003,1012.3,94.8,,0
152,2021-09-01 01:18,21.7,0,327.7,1.5,1003,1012.3,94.8,,0
152,2021-09-01 01:19,21.7,0,330.1,1.7,1003,1012.3,94.8,,0
152,2021-09-01 01:20,21.7,0,302.7,1.4,1003.1,1012.5,94.8,,0
152,2021-09-01 01:21,21.7,0,301.4,1.5,1003.1,1012.5,94.8,,0
152,2021-09-01 01:22,21.7,0,306.4,1.7,1003.1,1012.5,94.8,,0
152,2021-09-01 01:23,21.7,0,284.2,1.6,1003.1,1012.5,94.8,,0
152,2021-09-01 01:24,21.7,0,301.9,1.1,1003.1,1012.5,94.9,,0
152,2021-09-01 01:25,21.7,0,319.2,1.2,1003.1,1012.5,94.9,,0
152,2021-09-01 01:26,21.7,0,315.9,1.1,1003.1,1012.5,94.9,,0
152,2021-09-01 01:27,21.6,0,333.2,1.4,1003,1012.4,94.9,,0
152,2021-09-01 01:28,21.6,0,352.1,1.2,1003,1012.4,94.8,,0
152,2021-09-01 01:29,21.6,0,336.8,1.8,1002.9,1012.3,94.8,,0
152,2021-09-01 01:30,21.6,0,317.5,1.8,1002.9,1012.3,94.8,,0
152,2021-09-01 01:31,21.6,0,18.8,.7,1002.8,1012.2,94.8,,0
152,2021-09-01 01:32,21.7,0,12.7,1.7,1002.8,1012.1,94.9,,0
152,2021-09-01 01:33,21.6,0,.4,1.2,1002.8,1012.2,94.8,,0
152,2021-09-01 01:34,21.6,0,354.3,1.2,1002.8,1012.2,94.8,,0
152,2021-09-01 01:35,21.6,0,310.4,.9,1002.8,1012.2,94.8,,0
152,2021-09-01 01:36,21.6,0,309,1.3,1002.7,1012.1,94.8,,0
152,2021-09-01 01:37,21.6,0,329.7,.9,1002.7,1012.1,94.9,,0
152,2021-09-01 01:38,21.6,0,262.7,.6,1002.7,1012.1,94.9,,0
152,2021-09-01 01:39,21.6,0,303.4,.7,1002.6,1012,94.9,,0
152,2021-09-01 01:40,21.6,0,306.8,.6,1002.6,1012,94.8,,0
152,2021-09-01 01:41,21.6,0,320.1,1,1002.6,1012,94.8,,0
152,2021-09-01 01:42,21.6,0,347.2,1.1,1002.5,1011.9,94.9,,0
152,2021-09-01 01:43,21.6,0,11.3,1,1002.5,1011.9,94.9,,0
152,2021-09-01 01:44,21.7,0,15.1,1.2,1002.5,1011.8,95,,0
152,2021-09-01 01:45,21.6,0,27.9,1,1002.4,1011.7,94.9,,0
152,2021-09-01 01:46,21.6,0,6.8,1.3,1002.4,1011.7,94.9,,0
152,2021-09-01 01:47,21.6,0,17.2,1.4,1002.3,1011.6,94.8,,0
152,2021-09-01 01:48,21.6,0,354.6,1.5,1002.3,1011.6,94.8,,0
152,2021-09-01 01:49,21.6,0,358.2,1,1002.3,1011.6,94.8,,0
152,2021-09-01 01:50,21.6,0,315.9,1.4,1002.3,1011.6,94.9,,0
152,2021-09-01 01:51,21.6,0,332.8,1.6,1002.3,1011.6,95,,0
152,2021-09-01 01:52,21.6,0,348.5,1.3,1002.3,1011.6,94.9,,0
152,2021-09-01 01:53,21.6,0,338.3,1.2,1002.3,1011.6,94.9,,0
152,2021-09-01 01:54,21.6,0,337.4,1,1002.2,1011.5,95,,0
152,2021-09-01 01:55,21.6,0,347.2,1.1,1002.2,1011.5,95,,0
152,2021-09-01 01:56,21.5,0,7.3,1.7,1002.1,1011.5,95,,0
152,2021-09-01 01:57,21.5,0,27,1.8,1002,1011.4,95,,0
152,2021-09-01 01:58,21.5,0,5.5,2.1,1001.9,1011.3,94.9,,0
152,2021-09-01 01:59,21.5,0,19.9,1.5,1001.9,1011.3,94.9,,0
152,2021-09-01 02:00,21.5,0,49.9,1.4,1001.8,1011.1,94.9,,0
152,2021-09-01 02:01,21.5,0,355.8,1.1,1001.8,1011.1,94.9,,0
152,2021-09-01 02:02,21.5,0,332.1,.8,1001.9,1011.3,95,,0
152,2021-09-01 02:03,21.5,0,318,1.2,1001.9,1011.3,95,,0
152,2021-09-01 02:04,21.5,0,306.7,1.5,1002,1011.4,95.1,,0
152,2021-09-01 02:05,21.5,0,282.9,1.5,1002,1011.4,95.1,,0
152,2021-09-01 02:06,21.5,0,290.9,1.2,1002,1011.4,95.1,,0
