지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
119,2020-06-01 00:01,17.1,0,276.2,1.9,1006.4,1011.1,99.9,0,0
119,2020-06-01 00:02,17,0,265.2,2.6,1006.4,1011.1,99.9,0,0
119,2020-06-01 00:03,17,0,260.1,2.6,1006.3,1011,99.9,0,0
119,2020-06-01 00:04,17,0,273.1,2.6,1006.3,1011,99.9,0,0
119,2020-06-01 00:05,17.1,0,267.8,1.8,1006.3,1011,99.9,0,0
119,2020-06-01 00:06,17.1,0,268,2,1006.3,1011,99.9,0,0
119,2020-06-01 00:07,17.1,0,258.5,2.2,1006.3,1011,99.9,0,0
119,2020-06-01 00:08,17.1,0,271.4,2.2,1006.3,1011,99.9,0,0
119,2020-06-01 00:09,17.1,0,279.4,2,1006.3,1011,99.9,0,0
119,2020-06-01 00:10,17,0,281.1,3.3,1006.3,1011,99.9,0,0
119,2020-06-01 00:11,16.9,.1,264.2,3.1,1006.3,1011,99.9,0,0
119,2020-06-01 00:12,17,.1,276.5,2.8,1006.3,1011,99.9,0,0
119,2020-06-01 00:13,17,.1,267.5,3,1006.3,1011,99.9,0,0
119,2020-06-01 00:14,17,.1,264.8,3.3,1006.3,1011,99.9,0,0
119,2020-06-01 00:15,17.1,.1,266.3,2.8,1006.3,1011,99.9,0,0
119,2020-06-01 00:16,17.1,.1,262.5,2.3,1006.3,1011,99.9,0,0
119,2020-06-01 00:17,17.1,.1,270.5,1.9,1006.3,1011,99.9,0,0
119,2020-06-01 00:18,17.1,.1,273.5,2.5,1006.3,1011,99.9,0,0
119,2020-06-01 00:19,17.1,.1,271.9,2.2,1006.3,1011,99.9,0,0
119,2020-06-01 00:20,17.1,.1,269.1,2.3,1006.3,1011,99.9,0,0
119,2020-06-01 00:21,17.1,.1,272.2,2.7,1006.4,1011.1,99.9,0,0
119,2020-06-01 00:22,17.1,.1,270.3,2.8,1006.4,1011.1,99.9,0,0
119,2020-06-01 00:23,17.1,.1,256.5,2.9,1006.3,1011,99.9,0,0
119,2020-06-01 00:24,17.1,.1,274.6,2.9,1006.4,1011.1,99.9,0,0
119,2020-06-01 00:25,17.1,.1,270.9,3.2,1006.4,1011.1,99.9,0,0
119,2020-06-01 00:26,17.2,.1,262.9,2.4,1006.4,1011.1,99.9,0,0
119,2020-06-01 00:27,17.2,.1,270,3.1,1006.4,1011.1,99.9,0,0
119,2020-06-01 00:28,17.2,.1,261.8,2.9,1006.4,1011.1,99.9,0,0
119,2020-06-01 00:29,17.2,.1,272.9,2.1,1006.4,1011.1,99.8,0,0
119,2020-06-01 00:30,17.2,.1,265.6,1.8,1006.4,1011.1,99.8,0,0
119,2020-06-01 00:31,17.3,.1,262.2,2,1006.4,1011.1,99.8,0,0
119,2020-06-01 00:32,17.2,.1,259.8,1.7,1006.4,1011.1,99.8,0,0
119,2020-06-01 00:33,17.3,.1,262.1,2.1,1006.4,1011.1,99.8,0,0
119,2020-06-01 00:34,17.2,.1,255.1,2.5,1006.4,1011.1,99.7,0,0
119,2020-06-01 00:35,17.3,.1,261.3,2.8,1006.3,1011,99.7,0,0
119,2020-06-01 00:36,17.2,.1,262.2,2.6,1006.3,1011,99.7,0,0
119,2020-06-01 00:37,17.3,.1,255.9,2.2,1006.3,1011,99.7,0,0
119,2020-06-01 00:38,17.3,.1,258.1,2,1006.3,1011,99.7,0,0
119,2020-06-01 00:39,17.3,.1,269.3,2,1006.3,1011,99.6,0,0
119,2020-06-01 00:40,17.2,.1,270.8,1.8,1006.3,1011,99.6,0,0
119,2020-06-01 00:41,17.3,.1,260.7,1.8,1006.3,1011,99.6,0,0
119,2020-06-01 00:42,17.3,.1,272.9,2.2,1006.3,1011,99.6,0,0
119,2020-06-01 00:43,17.3,.1,285.8,2,1006.3,1011,99.6,0,0
119,2020-06-01 00:44,17.2,.1,267,2.1,1006.3,1011,99.5,0,0
119,2020-06-01 00:45,17.2,.1,246.8,2.2,1006.3,1011,99.5,0,0
119,2020-06-01 00:46,17.2,.1,258.7,2.5,1006.3,1011,99.5,0,0
119,2020-06-01 00:47,17.2,.1,264.5,1.8,1006.3,1011,99.5,0,0
119,2020-06-01 00:48,17.3,.1,277.5,1.4,1006.3,1011,99.5,0,0
119,2020-06-01 00:49,17.3,.1,266.8,2.2,1006.3,1011,99.5,0,0
119,2020-06-01 00:50,17.2,.1,290.4,2.6,1006.3,1011,99.5,0,0
119,2020-06-01 00:51,17.2,.1,281.9,2.1,1006.3,1011,99.3,0,0
119,2020-06-01 00:52,17.2,.1,269.9,1.9,1006.3,1011,99.5,0,0
119,2020-06-01 00:53,17.2,.1,269.3,2.4,1006.3,1011,99.4,0,0
119,2020-06-01 00:54,17.2,.1,271.3,1.8,1006.3,1011,99.3,0,0
119,2020-06-01 00:55,17.2,.1,266.4,2.1,1006.3,1011,99.4,0,0
119,2020-06-01 00:56,17.3,.1,272.4,2.5,1006.3,1011,99.3,0,0
119,2020-06-01 00:57,17.3,.1,264.3,2.2,1006.3,1011,99.4,0,0
119,2020-06-01 00:58,17.3,.1,259.7,2.3,1006.3,1011,99.4,0,0
