지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
131,2020-09-01 00:01,25.2,0,143.4,2.6,1005.8,1012.3,69.4,0,0
131,2020-09-01 00:02,25.2,0,141.5,1.6,1005.8,1012.3,68.9,0,0
131,2020-09-01 00:03,25.1,0,133.3,1.8,1005.8,1012.3,68.9,0,0
131,2020-09-01 00:04,25.1,0,129.2,1.5,1005.8,1012.3,69.4,0,0
131,2020-09-01 00:05,25.1,0,107.8,1.8,1005.8,1012.3,69,0,0
131,2020-09-01 00:06,25.2,0,139.4,1.9,1005.8,1012.3,69.1,0,0
131,2020-09-01 00:07,25.1,0,117.5,1.8,1005.7,1012.2,68.9,0,0
131,2020-09-01 00:08,25.1,0,118.9,3.7,1005.7,1012.2,68.6,0,0
131,2020-09-01 00:09,25.2,0,113.4,3.7,1005.7,1012.2,68.8,0,0
131,2020-09-01 00:10,25.2,0,116.1,3.4,1005.7,1012.2,68.5,0,0
131,2020-09-01 00:11,25.2,0,106.5,3,1005.7,1012.2,68.6,0,0
131,2020-09-01 00:12,25.2,0,115,2.3,1005.7,1012.2,68.6,0,0
131,2020-09-01 00:13,25.2,0,116.5,2.2,1005.7,1012.2,68.8,0,0
131,2020-09-01 00:14,25.2,0,129,1,1005.7,1012.2,68.7,0,0
131,2020-09-01 00:15,25.2,0,105.3,2.7,1005.7,1012.2,68.5,0,0
131,2020-09-01 00:16,25.2,0,150.5,2.2,1005.7,1012.2,68.3,0,0
131,2020-09-01 00:17,25.2,0,157,2.1,1005.7,1012.2,68.3,0,0
131,2020-09-01 00:18,25.1,0,147.4,3,1005.8,1012.3,68.3,0,0
131,2020-09-01 00:19,25.1,0,149.9,2.6,1005.8,1012.3,68.4,0,0
131,2020-09-01 00:20,25,0,127.8,2.2,1005.8,1012.3,68.3,0,0
131,2020-09-01 00:21,25.1,0,133.1,1.5,1005.8,1012.3,68.9,0,0
131,2020-09-01 00:22,25.1,0,167.1,1.7,1005.8,1012.3,68.6,0,0
131,2020-09-01 00:23,25,0,153.8,2.1,1005.8,1012.3,68.8,0,0
131,2020-09-01 00:24,25,0,153.7,1.5,1005.8,1012.3,69.5,0,0
